bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
9516,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi-Mattias Ripa,4.24,037571457X,9780375714573,eng,153,135456,7571
47021,The Taming of the Shrew,William Shakespeare-Chris Abraham-Barry Avrich,3.8,074347757X,9780743477574,eng,291,135053,2133
37190,The Tale of Despereaux,Kate DiCamillo-Timothy Basil Ering,4.03,0763625299,9780763625290,eng,267,134961,8189
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles-J.E. Thomas,3.69,1580495931,9781580495936,eng,75,134960,1646
902,The Westing Game,Ellen Raskin,4.02,014240120X,9780142401200,eng,182,134362,8278
45107,Assassin's Apprentice (Farseer Trilogy  #1),Robin Hobb,4.15,0006480098,9780006480099,eng,460,133972,3844
1625,Twelfth Night,William Shakespeare,3.98,0743482778,9780743482776,eng,220,133832,2321
13747,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,3.7,031610969X,9780316109697,eng,310,133643,5797
13006,Julius Caesar,William Shakespeare-Roma Gill-فرنگیس شادمان,3.67,0198320272,9780198320272,eng,128,133575,2519
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.89,0743272498,9780743272490,eng,390,133277,3839
9328,The House of the Spirits,Isabel Allende-Magda Bogin,4.22,0553383809,9780553383805,eng,448,133127,4334
2373,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,0451188454,9780451188458,eng,528,132188,1636
11570,Dreamcatcher,Stephen King-William Olivier Desmond-Maria Teresa Marenco,3.62,2226131906,9782226131904,fre,688,130976,1505
28881,Lamb: The Gospel According to Biff  Christ's Childhood Pal,Christopher Moore,4.26,0380813815,9780380813810,eng,444,130754,10223
24128,The Merchant of Venice,William Shakespeare-Robert          Jackson-Barbara A. Mowat-Paul Werstine,3.8,0743477561,9780743477567,eng,237,130122,2236
21686,Shutter Island,Dennis Lehane,4.09,038073186X,9780380731862,eng,369,128927,6125
3805,The Corrections,Jonathan Franzen,3.79,1841156736,9781841156736,eng,653,128702,7314
9532,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,0765342405,9780765342409,eng,469,128211,4147
7494,Suzanne's Diary for Nicholas,James Patterson,4.16,0446611085,9780446611084,eng,289,128191,4174
12936,Gathering Blue,Lois Lowry,3.81,0385732562,9780385732567,eng,240,127855,9094
30289,The Republic,Plato-Desmond Lee,3.93,0140449140,9780140449143,eng,416,127393,1871
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.99,0330419129,9780330419123,eng,369,126672,8179
5439,Interpreter of Maladies,Jhumpa Lahiri,4.14,0618101365,9780618101368,eng,198,126443,7604
1431,Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,3.7,0061124265,9780061124266,eng,210,126224,5201
1274,Men Are from Mars  Women Are from Venus,John Gray,3.54,0060574216,9780060574215,eng,368,126108,3115
6427,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,4.11,0140255559,9780140255553,eng,326,125313,3329
